id,year,section,section_name,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,created_at,trade,country
y2_Sf_Can_Q1946,2,6,Gasfitting Fundamentals,medium,Propane (C3H8) has a boiling temperature of what?,0°C,-44°C,-20°C,-78°C,B,"Answer: B | Propane has a boiling temperature of -44°C (-48°F) at atmospheric pressure. Below this temperature propane remains a liquid at atmospheric pressure; above it, propane vaporizes to a gas. This low boiling point makes propane useful in cold climates but also means the tank must maintain adequate temperature for vaporization at high demand.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1947,2,6,Gasfitting Fundamentals,medium,Liquid propane has a density of what?,0.72,0.83,1.02,0.51,D,"Answer: D | Liquid propane has a density of approximately 0.51 relative to water (specific gravity 0.51). This means liquid propane weighs about half as much as water. As a vapor however, propane is heavier than air (vapor density ˜ 1.52 relative to air), which is an important safety consideration since propane vapor can accumulate in low areas.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1948,2,6,Gasfitting Fundamentals,medium,What is the minimum temperature required for combustion to occur?,The Ignition Temperature of the specific fuel,100°C,200°C,The dew point of the fuel,A,Answer: A | The minimum temperature required for combustion is the Ignition Temperature (autoignition temperature) of the specific fuel. This is the temperature at which a fuel-air mixture ignites spontaneously without an external ignition source. For natural gas this is approximately 540°C (1000°F); for propane approximately 470°C (878°F).,AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1949,2,6,Gasfitting Fundamentals,easy,Geological areas where oil and gas deposits are found are referred to as what?,Petroleum reserves,Oil sands,Hydrocarbon fields,Sedimentary Basins,D,"Answer: D | Geological areas containing oil and gas deposits are called Sedimentary Basins — geological depressions where organic material has been deposited, buried, and transformed by heat and pressure over millions of years into hydrocarbons. The Western Canada Sedimentary Basin underlies Alberta and is one of the world's major producing areas.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1950,2,6,Gasfitting Fundamentals,easy,The service regulator at individual residences further reduces gas pressure to what level?,2 PSI,7 inches WC (7'' WC),14 inches WC,3.5 inches WC,B,"Answer: B | The service regulator at an individual residence reduces gas pressure to 7 inches water column (7'' WC) — the standard residential gas delivery pressure in North America. This pressure is sufficient to supply all typical residential gas appliances (furnace, water heater, range, dryer) at their rated input.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1951,2,6,Gasfitting Fundamentals,easy,A flame of what color is an indication that complete combustion is happening?,Yellow,Orange,White,Light Blue,D,"Answer: D | A Light Blue flame indicates complete combustion. All the fuel is burning with sufficient oxygen, producing maximum heat output and minimal carbon monoxide. A yellow or orange flame indicates incomplete combustion — insufficient air is reaching the burner, producing soot, reduced efficiency, and potentially dangerous CO levels.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1952,2,6,Gasfitting Fundamentals,medium,What is the maximum gas pressure allowed in a residential building?,2 PSI,0.5 PSI,7 inches WC,5 PSI,A,"Answer: A | The maximum gas pressure permitted inside a residential building is 2 PSI per CSA B149.1. This limit protects the building's gas piping, appliances, and occupants from the hazards of high pressure. Utility distribution pressure is reduced to this level (or lower) by the service regulator before entering the building.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1953,2,6,Gasfitting Fundamentals,medium,The U-tube manometer works on what principle?,Liquid Displacement — difference in liquid levels indicates the pressure differential,Electromagnetic induction,The Venturi effect,The Bourdon tube effect,A,"Answer: A | The U-tube manometer works on the principle of Liquid Displacement. One leg of the U-tube is connected to the gas pressure being measured; the other is open to atmosphere. The gas pressure displaces the liquid in its leg downward, raising the liquid in the other leg. The height difference between the two liquid levels represents the gauge pressure.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1954,2,6,Gasfitting Fundamentals,medium,When the pressure in a gas line continually climbs on its own without any change in demand this condition is called what?,Pressure surge,Regulator Creeping,Hydraulic hammer,Pressure lockup,B,"Answer: B | Regulator Creeping (also called 'creep') occurs when a gas pressure regulator fails to hold its set pressure and allows downstream pressure to slowly rise above the setpoint without any increase in flow demand. It indicates a faulty diaphragm, seat leak, or worn regulator mechanism and requires the regulator to be repaired or replaced.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1955,2,6,Gasfitting Fundamentals,medium,What is the term for the difference between standing pressure and operating pressure in a gas system?,Gauge pressure,Static pressure,Working pressure,Differential Pressure (Pressure Drop),D,Answer: D | Differential Pressure (Pressure Drop) is the difference between the standing (no-flow) pressure and the operating (flowing) pressure in a gas system. This pressure drop is caused by friction losses as gas flows through the piping. Excessive pressure drop indicates undersized piping and must be corrected to ensure adequate appliance performance.,AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1956,2,6,Gasfitting Fundamentals,medium,By approximately how much does atmospheric pressure de-rate for every 1000 feet of elevation increase?,0.1 PSI per 1000 feet,1.0 PSI per 1000 feet,0.5 PSI per 1000 feet,2.0 PSI per 1000 feet,C,"Answer: C | Atmospheric pressure decreases approximately 0.5 PSI (1/2 PSI) per 1,000 feet of elevation increase. Standard atmospheric pressure at sea level is 14.696 PSI. At 5,000 feet (Calgary's approximate elevation) it is roughly 12.2 PSI. This reduction in air density means less combustion air is available to burners at altitude.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1957,2,6,Gasfitting Fundamentals,medium,Excessive pressure drop in a gas line can be reduced by using what type of pipe?,Shorter pipe runs,Bigger Diameter pipe — reducing flow velocity and pressure losses,Insulated pipe,Smoother bore pipe only,B,"Answer: B | Excessive pressure drop is reduced by using larger diameter pipe. Increasing pipe diameter reduces gas velocity for the same flow rate, and since friction losses increase with velocity (approximately as velocity squared), even a moderate increase in pipe size significantly reduces pressure drop.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1958,2,6,Gasfitting Fundamentals,medium,An appliance at high altitude is de-rated by what percentage for every 1000 feet above sea level?,2% per 1000 feet,5% per 1000 feet,10% per 1000 feet,15% per 1000 feet,C,"Answer: C | Gas appliances are de-rated by 4% (commonly rounded to 10% for every 1,000 feet) for each 1,000 feet of elevation above sea level. Reduced atmospheric pressure means reduced air density and less oxygen available for combustion, reducing the achievable heat output. Burner orifice sizing and airflow must be adjusted for high altitude installations.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1959,2,6,Gasfitting Fundamentals,medium,If the appliance input exceeds its rating the appliance is considered to be what?,Under-fired,Balanced,Efficient,Over-Fired,D,"Answer: D | An appliance is considered Over-Fired when its actual gas input (BTU/hr) exceeds the manufacturer's rated capacity. Over-firing causes overheating, increased emissions (CO and NOx), incomplete combustion, reduced appliance life, heat exchanger stress cracking, and can create a safety hazard.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1960,2,6,Gasfitting Fundamentals,medium,The output rating of an appliance is the input minus what?,Standby losses,Radiation losses,Cycling losses,Flue losses — heat energy exhausted up the flue as hot combustion gases,D,Answer: D | Output rating = Input - Flue Losses. The flue losses represent the heat carried away from the appliance in the hot exhaust gases. A higher efficiency appliance recovers more of this heat before it exits the flue. Annual Fuel Utilization Efficiency (AFUE) ratings account for both flue losses and other cycling losses.,AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1961,2,6,Gasfitting Fundamentals,medium,What are the two main categories of burners used in gas appliances?,Pre-mix and post-mix burners,Power and Atmospheric Burners,Upfire and downfire burners,Ribbon and mesh burners,B,Answer: B | The two main categories of gas appliance burners are Power Burners (which use a fan/blower to supply combustion air at controlled quantities and pressures) and Atmospheric Burners (which use the natural draft created by the rising hot combustion gases to draw in combustion air from the surroundings).,AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1962,2,6,Gasfitting Fundamentals,medium,Oxidizing flames have large amounts of what?,Secondary air only,Fuel gas,Primary Air — excess air mixed with gas before combustion,Carbon monoxide,C,Answer: C | Oxidizing flames result from excess Primary Air — more air is mixed with the gas before combustion than is required for stoichiometric burning. The resulting flame has excess oxygen and appears sharper with a blue tip. Oxidizing flames are hotter and can be useful for certain processes but can oxidize (corrode) metal surfaces they contact.,AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1963,2,6,Gasfitting Fundamentals,easy,Most natural gas burners operate at a manifold pressure of what?,1.5 inches WC,2.0 inches WC,7.0 inches WC,3.5 inches WC,D,Answer: D | Most natural gas burners operate at a manifold pressure of 3.5 inches water column (3.5'' WC). This is the standard operating pressure at the burner manifold that provides the correct gas flow rate through the sized orifices to achieve the appliance's rated input in BTU/hr.,AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1964,2,6,Gasfitting Fundamentals,medium,If the mixture velocity in a burner is too slow what happens?,The flame blows out,The burner runs efficiently,The flame becomes yellow,Flash-Back occurs — the flame burns back into the burner head or mixing tube,D,"Answer: D | Flash-Back occurs when the gas-air mixture velocity at the burner ports falls below the flame propagation speed of the mixture. The flame front travels back upstream through the burner ports into the mixing tube or burner head. Flash-back causes overheating of the burner, a roaring sound, and potential ignition of gas at unintended locations.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1965,2,6,Gasfitting Fundamentals,easy,What is a piece of equipment that reduces and maintains a set gas pressure called?,A meter,A valve only,A Regulator,A pressure switch,C,Answer: C | A Gas Pressure Regulator automatically reduces incoming gas pressure and maintains a constant preset downstream pressure regardless of changes in supply pressure or flow demand. It achieves this through a spring-loaded diaphragm mechanism that continuously modulates the valve opening to balance supply and demand.,AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1966,2,6,Gasfitting Fundamentals,medium,All permanent propane installations require what type of regulation?,Single-stage regulation,2-Stage Gas Regulation — first stage reduces tank pressure then second stage reduces to appliance pressure,High-pressure single stage,Adjustable pressure regulation,B,Answer: B | All permanent propane installations require 2-Stage Gas Regulation. The first-stage regulator at the tank reduces the high and variable tank pressure (which changes with temperature and fill level) to a stable intermediate pressure. The second-stage regulator at or near the building then reduces this to the final appliance operating pressure (typically 11'' WC for propane appliances).,AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1967,2,6,Gasfitting Fundamentals,hard,For every 10 PSIG drop in pressure through a regulator the gas temperature drops by how much?,5°F,1°F due to the Joule-Thomson effect of gas expansion,10°F,0.5°F,B,"Answer: B | For every 10 PSIG pressure drop through a regulator, gas temperature drops by approximately 1°F due to the Joule-Thomson effect. As gas expands through the regulator orifice, it does work against intermolecular forces, cooling the gas. At high pressure drop rates this can cause frost formation on the regulator body and potential icing of the regulator valve.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1968,2,6,Gasfitting Fundamentals,medium,Primary air openings on a gas burner can be what type and where are they found?,Fixed or Adjustable — found in every aerated burner controlling pre-mix air,Internal only — inside the combustion chamber,External only — at the flue outlet,Variable only — controlled by the thermostat,A,Answer: A | Primary air openings can be Fixed (a permanent hole or slot of calculated size) or Adjustable (a sliding sleeve or rotating shutter that can be moved to change the opening size). They are found in every aerated (Bunsen-type) burner where air is mixed with gas before combustion. Adjustable openings allow tuning for different gas types or altitude.,AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1969,2,6,Gasfitting Fundamentals,medium,Orifices in a gas burner can be made larger or fine-tuned using what tool?,A Broach or Reamer,A file,A drill press,A lathe,A,"Answer: A | A Broach or Reamer is used to carefully enlarge or fine-tune gas burner orifice holes. These precision cutting tools remove small amounts of material in a controlled manner, increasing the orifice diameter slightly to adjust gas flow to the correct rate for the application, altitude, or gas type.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1970,2,6,Gasfitting Fundamentals,medium,An Interrupted pilot extinguishes when what event occurs?,When the main burner has been ignited and confirmed lit,When the main gas valve opens,When the thermostat is satisfied,When the system powers down,A,Answer: A | An Interrupted pilot shuts off automatically once the main burner has been successfully ignited and the flame sensor has confirmed ignition. It only operates during the ignition sequence. This improves efficiency compared to a standing pilot (which burns continuously) and is the most common electronic ignition system in modern gas appliances.,AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1971,2,6,Gasfitting Fundamentals,medium,Aerated pilots are also called what type of pilots?,Thermoelectric pilots,Interrupted pilots,Bunsen or Lint pilots — named after the Bunsen burner design,Probe pilots,C,"Answer: C | Aerated pilots are also called Bunsen or Lint pilots. Like the Bunsen burner, aerated pilots mix primary air with gas before combustion at the burner orifice, producing a cleaner more efficient blue flame. The term 'lint' historically referred to the tight compact flame pattern of these pilots.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1972,2,6,Gasfitting Fundamentals,medium,Post-aerated pilots are also called what?,Interrupted pilots,Bunsen pilots,Electronic ignition pilots,Incinerating or Target Pilots — air mixes with gas at the point of combustion,D,"Answer: D | Post-aerated pilots are called Incinerating or Target Pilots. In these designs, gas exits the orifice and entrains air at the point of combustion rather than premixing — air is drawn in by the gas jet or surrounding draft. The flame targets a thermocouple or thermopile sensor for safety circuit operation.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1973,2,6,Gasfitting Fundamentals,easy,The gas valve on a furnace is also called what?,Combination Valve — combines shutoff pressure regulation and safety functions,Safety valve,Solenoid valve,Butterfly valve,A,"Answer: A | The gas valve on a furnace is called a Combination Valve because it integrates multiple functions in a single body: the manual shutoff, the automatic safety shutoff (powered by thermocouple or electronic control), the pressure regulator, and the automatic operator (solenoid or servo motor) that opens the valve on a heating call.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1974,2,6,Gasfitting Fundamentals,medium,What kind of valve has 1 inlet and 2 outlets?,Check valve,3-way mixing valve,Diverting Valve,Gate valve,C,"Answer: C | A Diverting Valve (also sometimes called a mixing valve in reverse) has 1 inlet and 2 outlets. It diverts incoming flow to one outlet or the other (or splits between both) based on the position of the valve element. In hydronic systems, diverting valves direct hot water to different circuits or between heating and domestic hot water priority.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1975,2,6,Gasfitting Fundamentals,medium,What is the function of sand in a raw water treatment system?,To add minerals to water,To neutralize pH,To add chlorine,To Remove Turbidity — sand filter traps suspended particles to clarify water,D,"Answer: D | Sand in a water treatment system functions as a filter medium to Remove Turbidity — suspended particles, silt, and fine debris are physically trapped in the sand bed as water percolates through. Sand filtration typically follows coagulation and sedimentation and precedes disinfection in a complete treatment sequence.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1976,2,6,Gasfitting Fundamentals,medium,What piping material is used to transport dry chlorine gas?,Carbon Steel pipe — dry chlorine does not corrode carbon steel,Stainless steel pipe,Copper pipe,PVC pipe,A,"Answer: A | Carbon Steel pipe is used to transport dry chlorine gas. Dry chlorine (without moisture) is not significantly corrosive to carbon steel at moderate temperatures and pressures. However, wet (moist) chlorine is extremely corrosive to carbon steel and to most metals, requiring specialized materials such as rubber-lined pipe or titanium.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1977,2,6,Gasfitting Fundamentals,medium,What is another name for microfiltration in water treatment?,Ultrafiltration,Nanofiltration,Ion exchange,Reverse Osmosis,D,"Answer: D | Another name for microfiltration in water treatment is Reverse Osmosis (RO). RO uses applied pressure to force water through a semi-permeable membrane that rejects dissolved salts, minerals, bacteria, and viruses — producing very high-purity permeate water suitable for boilers and sensitive industrial processes.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1978,2,6,Gasfitting Fundamentals,medium,What does prolonged radiation exposure do to plastic pipe over time?,Causes Brittleness — weakening the plastic significantly,Has no effect,Makes it stronger,Increases its flexibility,A,"Answer: A | Prolonged radiation exposure (UV radiation from sunlight or ionizing radiation in nuclear applications) causes plastic pipe to become Brittle over time. The high-energy radiation breaks down the polymer chains, reducing molecular weight and causing the material to lose its ductility and impact resistance. UV-stabilized grades are available for above-ground outdoor applications.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1979,2,6,Gasfitting Fundamentals,medium,How are steel tank bottoms protected from corrosion caused by ground contact?,Epoxy coating only,Impressed Cathodic Protection,Zinc galvanizing,Fiberglass wrapping,B,"Answer: B | Steel tank bottoms in contact with soil are protected from corrosion using Impressed Cathodic Protection (ICCP). An external DC current is applied through sacrificial anodes or a rectifier system to make the tank bottom the cathode of an electrochemical cell, preventing the anodic dissolution (corrosion) of the steel.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1980,2,6,Gasfitting Fundamentals,medium,Corrosion caused by electrolysis in a piping or tank system is caused by the loss of what?,Oxygen,Electrons from the metal surface,Hydrogen,Carbon atoms,B,"Answer: B | Electrolytic corrosion results from the loss of Electrons from the metal surface at the anode of the electrochemical cell. Stray electrical currents in the soil or water find the metal as a low-resistance path; where current leaves the metal (anode), electrons are removed and metal ions go into solution — this is the corrosion process.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1981,2,6,Gasfitting Fundamentals,medium,What does Boyle's Law state about the relationship between pressure and volume?,As pressure increases volume increases,As pressure increases volume decreases — and conversely as pressure decreases volume increases,Temperature and volume are proportional,Pressure and temperature are inversely proportional,B,"Answer: B | Boyle's Law states that for a fixed amount of gas at constant temperature, pressure and volume are inversely proportional: P1V1 = P2V2. If you double the pressure on a gas, its volume is halved. This law is fundamental to understanding compressed gas storage, regulator function, and pipe sizing for gas systems.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1982,2,6,Gasfitting Fundamentals,medium,What does Charles' Law state about the relationship between temperature and volume?,Temperature and pressure are inversely related,Volume and pressure are proportional at constant temperature,As temperature decreases volume increases,As temperature increases volume increases — at constant pressure volume is directly proportional to absolute temperature,D,"Answer: D | Charles' Law states that for a fixed amount of gas at constant pressure, volume is directly proportional to absolute temperature (Kelvin): V1/T1 = V2/T2. As temperature increases, gas expands; as temperature decreases, it contracts. This is why propane tanks appear to have more vapor pressure on warm days and why gas volume must be corrected to standard temperature for billing.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1983,2,6,Gasfitting Fundamentals,easy,What is the name of a hand-operated cable winch used with wire rope?,Tirfor,Manual block and tackle,Chain hoist,Ratchet strap,A,Answer: A | A Tirfor (also called a cable puller or come-along) is a hand-operated ratchet-grip winch designed for use with wire rope. Alternating lever strokes advance the wire rope through the gripper jaws allowing very heavy loads to be pulled over long distances with a small portable tool. It can also lower loads in a controlled manner.,AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1984,2,6,Gasfitting Fundamentals,easy,Iron with large quantities of carbon is called what?,Cast Iron,Mild steel,Wrought iron,High-carbon steel,A,"Answer: A | Iron containing large quantities of carbon (typically 2–4%) is called Cast Iron. The high carbon content exceeds iron's solubility, so the excess carbon exists as graphite flakes (grey iron) or iron carbide (white iron). Cast iron has excellent compressive strength and castability but is brittle and generally cannot be welded without special procedures.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_Sf_Can_Q1985,2,6,Gasfitting Fundamentals,medium,What is the formula for the safe working load of a sling where D is the wire rope diameter in inches?,SWL = D × 8,SWL = D² × 4,SWL = D³ × 3,SWL = D² × 6,D,"Answer: D | The safe working load (SWL) formula for a single-leg vertical wire rope sling is: SWL (tons) = D² × 6, where D is the diameter in inches. For a 3/4-inch rope: SWL = 0.5625 × 6 = 3.375 tons. This formula gives a conservative working load that incorporates an appropriate safety factor relative to the rope's breaking strength.",AIT Period 2 Curriculum,2026-03-02 00:00:00+00,steamfitter_pipefitter,CA
y2_W_Can_Q1425,2,1,SMAW ONE,medium,Which SMAW electrode is typically used for all-position welding on mild steel?,E6010,E6011,E7018,E7024,C,"C correct: E7018 is low-hydrogen, all-position, mild-steel electrode. E6010/11 are fast-freeze; E7024 is flat/ horizontal only.",AIT Welder Guide,,welder,CA
y2_W_Can_Q1426,2,1,SMAW ONE,medium,What is the main purpose of preheating when welding medium-carbon steel with SMAW?,Speed up welding,Reduce hydrogen cracking risk,Improve appearance,Reduce spatter,B,"B correct: Preheating slows cooling and reduces hydrogen-induced cracking. Speeding up welding, improving appearance, and reducing spatter are secondary or unrelated.",Welding Guide Level 2,,welder,CA
y2_W_Can_Q1427,2,1,SMAW ONE,medium,Which of the following best describes an ?all-position? SMAW electrode?,Can be used in flat only,Can be used in flat and horizontal only,"Can be used in flat, horizontal, vertical, and overhead",Can be used only on stainless steel,C,"C correct: All-position electrodes (e.g., E7018) are designed for all welding positions. Flat-only or flat/horizontal-only electrodes are restricted.",AIT Welder Guide,,welder,CA
y2_W_Can_Q1428,2,1,SMAW ONE,medium,What is the correct way to control undercut when welding vertical-up with SMAW?,Use very high amperage,Use a weaving technique with pauses at the edges,Use no weaving,Increase travel speed,B,B correct: Weaving with pauses at the edges helps control heat and reduce undercut. Very high amperage and fast travel increase undercut; no weaving can cause uneven fusion.,Welding Guide Level 2,,welder,CA
y2_W_Can_Q1429,2,1,SMAW ONE,medium,Which SMAW electrode type is best for welding in damp or outdoor conditions?,E6010,E7018,E7024,E6013,A,A correct: E6010 has a cellulose coating that tolerates moisture and is good for outdoor use. E7018 is moisture-sensitive; E7024 and E6013 are less tolerant.,Red Seal Welder Exam Guide,,welder,CA
y2_W_Can_Q1430,2,1,SMAW ONE,medium,What is the main advantage of using low-hydrogen electrodes (E7018)?,Lower cost,Reduced risk of hydrogen cracking,Easier to strike the arc,Less fume,B,"B correct: Low-hydrogen electrodes reduce hydrogen pickup and cracking risk. Lower cost, easier arc, and less fume are not their primary advantage.",Welding Guide Level 2,,welder,CA
y2_W_Can_Q1431,2,1,SMAW ONE,medium,Which of the following is a correct practice when storing E7018 electrodes?,Leave them in open air,Store them in a heated electrode oven,Store them on the floor,Store them in direct sunlight,B,"B correct: E7018 electrodes must be kept dry in a heated oven. Leaving them in open air, on the floor, or in direct sunlight exposes them to moisture.",AIT Welder Guide,,welder,CA
y2_W_Can_Q1432,2,1,SMAW ONE,medium,What is the main purpose of interpass temperature control in SMAW?,Increase welding speed,Control cooling rate and reduce cracking,Reduce amperage,Improve appearance,B,"B correct: Interpass temperature ensures the joint stays within a safe range to reduce cracking. Increasing speed, reducing amperage, and improving appearance are not the main purpose.",Welding Guide Level 2,,welder,CA
y2_W_Can_Q1433,2,1,SMAW ONE,medium,Which of the following best describes ?stringer bead? technique in SMAW?,Wide weaving motion,"No weaving, straight bead",Circular motion,Side-to-side only,B,"B correct: Stringer beads are straight, no-weave passes. Wide weaving, circular motion, and side-to-side describe weaving techniques.",AIT Welder Guide,,welder,CA
y2_W_Can_Q1434,2,1,SMAW ONE,medium,What is the correct way to extinguish a SMAW electrode that has gone out during welding?,Relight it immediately in the crater,Break off the stub and start a new electrode,Continue welding with the stub,Use it for grinding,B,B correct: Broken or extinguished electrodes should be replaced; relighting in the crater can trap slag and gas. Continuing with the stub or using it for grinding is unsafe.,Welding Guide Level 2,,welder,CA
y2_W_Can_Q1435,2,1,SMAW ONE,medium,Which gas is most commonly used for GTAW on mild steel?,Argon,Argon-helium,Argon-CO2,Oxygen,A,A correct: Argon is the standard shielding gas for GTAW on mild steel. Argon-helium is for thicker or high-conductivity metals; argon-CO2 and oxygen are not used as primary GTAW gases.,AIT Welder Guide,,welder,CA
y2_W_Can_Q1436,2,1,SMAW ONE,medium,What is the main advantage of GTAW over SMAW?,Higher deposition rate,Greater precision and low heat input,Lower cost consumables,No shielding gas needed,B,"B correct: GTAW offers precise, low-heat input control. Higher deposition rate is SMAW; lower cost and no shielding gas are incorrect.",Red Seal Welder Exam Guide,,welder,CA
y2_W_Can_Q1437,2,1,SMAW ONE,medium,Which tungsten electrode is best for AC GTAW on aluminum?,Pure tungsten,Thoriated,Ceriated,Zirconiated,A,A correct: Pure tungsten is commonly used for AC aluminum welding. Thoriated is for DC; ceriated and zirconiated are alternatives but not the standard AC choice.,Welding Guide Level 2,,welder,CA
y2_W_Can_Q1438,2,1,SMAW ONE,medium,What is the correct way to start a GTAW arc using lift-arc start?,Touch the tungsten to the workpiece and lift,Use a high-frequency starter only,Strike like a match,Hold the tungsten close and wait,A,A correct: Lift-arc start involves touching the tungsten and lifting to initiate the arc. High-frequency is another method; striking like a match or holding close are incorrect.,AIT Welder Guide,,welder,CA
y2_W_Can_Q1439,2,1,SMAW ONE,medium,Which of the following best describes ?keyhole? welding in GTAW?,Deep penetration with a hole through the joint,Shallow penetration,No penetration,Welding without filler,A,"A correct: Keyhole GTAW produces a deep, through-penetration hole in the joint. Shallow penetration, no penetration, and welding without filler are different.",Welding Guide Level 2,,welder,CA
y2_W_Can_Q1440,2,1,SMAW ONE,medium,What is the main purpose of a back purge in GTAW pipe welding?,Reduce spatter,Prevent oxidation on the root side,Increase travel speed,Reduce amperage,B,"B correct: Back purge uses inert gas on the inside of the pipe to prevent oxidation. Reducing spatter, increasing travel speed, and reducing amperage are not its purpose.",AIT Welder Guide,,welder,CA
y2_W_Can_Q1441,2,1,SMAW ONE,medium,Which of the following is a correct practice when using a GTAW filler rod?,Dip the rod into the arc,Hold the rod in the arc continuously,Keep the rod outside the arc and feed as needed,Use the rod as an electrode,C,"C correct: The filler rod should be kept outside the arc and fed into the leading edge of the puddle. Dipping into the arc, holding it in the arc, or using it as an electrode are incorrect.",Welding Guide Level 2,,welder,CA
y2_W_Can_Q1442,2,1,SMAW ONE,medium,What is the correct way to stop a GTAW weld without a crater crack?,Pull the arc straight off,Back-fill the crater with filler metal,Stop abruptly,Use higher amperage at the end,B,"B correct: Back-filling the crater with filler metal reduces shrinkage stress. Pulling straight off, stopping abruptly, and using higher amperage increase cracking risk.",AIT Welder Guide,,welder,CA
y2_W_Can_Q1443,2,1,SMAW ONE,medium,Which of the following best describes ?high-frequency? start in GTAW?,Non-contact arc initiation,Touch-start only,Manual striking,No gas needed,A,"A correct: High-frequency start initiates the arc without touching the workpiece. Touch-start, manual striking, and no gas needed are incorrect.",Welding Guide Level 2,,welder,CA
y2_W_Can_Q1444,2,1,SMAW ONE,medium,What is the main disadvantage of GTAW compared to SMAW?,Higher cost and slower deposition,No precision,No shielding gas,More fume,A,"A correct: GTAW is more expensive and slower than SMAW. No precision, no shielding gas, and more fume are incorrect.",Red Seal Welder Exam Guide,,welder,CA
