id,year,section,section_name,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,reference
"y3_new_1770921611895_84","3","4","Section 4","medium","Year 3 Question 84 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 84","Option B for Year 3 Question 84","Option C for Year 3 Question 84","Option D for Year 3 Question 84","D","Explanation for Year 3 Question 84 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_85","3","4","Section 4","medium","Year 3 Question 85 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 85","Option B for Year 3 Question 85","Option C for Year 3 Question 85","Option D for Year 3 Question 85","A","Explanation for Year 3 Question 85 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_86","3","4","Section 4","medium","Year 3 Question 86 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 86","Option B for Year 3 Question 86","Option C for Year 3 Question 86","Option D for Year 3 Question 86","B","Explanation for Year 3 Question 86 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_87","3","4","Section 4","medium","Year 3 Question 87 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 87","Option B for Year 3 Question 87","Option C for Year 3 Question 87","Option D for Year 3 Question 87","C","Explanation for Year 3 Question 87 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_88","3","4","Section 4","medium","Year 3 Question 88 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 88","Option B for Year 3 Question 88","Option C for Year 3 Question 88","Option D for Year 3 Question 88","D","Explanation for Year 3 Question 88 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_89","3","4","Section 4","medium","Year 3 Question 89 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 89","Option B for Year 3 Question 89","Option C for Year 3 Question 89","Option D for Year 3 Question 89","A","Explanation for Year 3 Question 89 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_90","3","4","Section 4","medium","Year 3 Question 90 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 90","Option B for Year 3 Question 90","Option C for Year 3 Question 90","Option D for Year 3 Question 90","B","Explanation for Year 3 Question 90 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_91","3","4","Section 4","medium","Year 3 Question 91 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 91","Option B for Year 3 Question 91","Option C for Year 3 Question 91","Option D for Year 3 Question 91","C","Explanation for Year 3 Question 91 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_92","3","4","Section 4","medium","Year 3 Question 92 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 92","Option B for Year 3 Question 92","Option C for Year 3 Question 92","Option D for Year 3 Question 92","D","Explanation for Year 3 Question 92 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_93","3","4","Section 4","medium","Year 3 Question 93 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 93","Option B for Year 3 Question 93","Option C for Year 3 Question 93","Option D for Year 3 Question 93","A","Explanation for Year 3 Question 93 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_94","3","4","Section 4","medium","Year 3 Question 94 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 94","Option B for Year 3 Question 94","Option C for Year 3 Question 94","Option D for Year 3 Question 94","B","Explanation for Year 3 Question 94 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_95","3","4","Section 4","medium","Year 3 Question 95 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 95","Option B for Year 3 Question 95","Option C for Year 3 Question 95","Option D for Year 3 Question 95","C","Explanation for Year 3 Question 95 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_96","3","4","Section 4","medium","Year 3 Question 96 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 96","Option B for Year 3 Question 96","Option C for Year 3 Question 96","Option D for Year 3 Question 96","D","Explanation for Year 3 Question 96 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_97","3","4","Section 4","medium","Year 3 Question 97 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 97","Option B for Year 3 Question 97","Option C for Year 3 Question 97","Option D for Year 3 Question 97","A","Explanation for Year 3 Question 97 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_98","3","4","Section 4","medium","Year 3 Question 98 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 98","Option B for Year 3 Question 98","Option C for Year 3 Question 98","Option D for Year 3 Question 98","B","Explanation for Year 3 Question 98 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_99","3","4","Section 4","medium","Year 3 Question 99 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 99","Option B for Year 3 Question 99","Option C for Year 3 Question 99","Option D for Year 3 Question 99","C","Explanation for Year 3 Question 99 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_100","3","4","Section 4","medium","Year 3 Question 100 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 100","Option B for Year 3 Question 100","Option C for Year 3 Question 100","Option D for Year 3 Question 100","D","Explanation for Year 3 Question 100 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_101","3","5","Section 5","medium","Year 3 Question 101 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 101","Option B for Year 3 Question 101","Option C for Year 3 Question 101","Option D for Year 3 Question 101","A","Explanation for Year 3 Question 101 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_102","3","5","Section 5","medium","Year 3 Question 102 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 102","Option B for Year 3 Question 102","Option C for Year 3 Question 102","Option D for Year 3 Question 102","B","Explanation for Year 3 Question 102 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_103","3","5","Section 5","medium","Year 3 Question 103 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 103","Option B for Year 3 Question 103","Option C for Year 3 Question 103","Option D for Year 3 Question 103","C","Explanation for Year 3 Question 103 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_104","3","5","Section 5","medium","Year 3 Question 104 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 104","Option B for Year 3 Question 104","Option C for Year 3 Question 104","Option D for Year 3 Question 104","D","Explanation for Year 3 Question 104 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_105","3","5","Section 5","medium","Year 3 Question 105 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 105","Option B for Year 3 Question 105","Option C for Year 3 Question 105","Option D for Year 3 Question 105","A","Explanation for Year 3 Question 105 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_106","3","5","Section 5","medium","Year 3 Question 106 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 106","Option B for Year 3 Question 106","Option C for Year 3 Question 106","Option D for Year 3 Question 106","B","Explanation for Year 3 Question 106 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_107","3","5","Section 5","medium","Year 3 Question 107 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 107","Option B for Year 3 Question 107","Option C for Year 3 Question 107","Option D for Year 3 Question 107","C","Explanation for Year 3 Question 107 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_108","3","5","Section 5","medium","Year 3 Question 108 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 108","Option B for Year 3 Question 108","Option C for Year 3 Question 108","Option D for Year 3 Question 108","D","Explanation for Year 3 Question 108 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_109","3","5","Section 5","medium","Year 3 Question 109 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 109","Option B for Year 3 Question 109","Option C for Year 3 Question 109","Option D for Year 3 Question 109","A","Explanation for Year 3 Question 109 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_110","3","5","Section 5","medium","Year 3 Question 110 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 110","Option B for Year 3 Question 110","Option C for Year 3 Question 110","Option D for Year 3 Question 110","B","Explanation for Year 3 Question 110 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_111","3","5","Section 5","medium","Year 3 Question 111 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 111","Option B for Year 3 Question 111","Option C for Year 3 Question 111","Option D for Year 3 Question 111","C","Explanation for Year 3 Question 111 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_112","3","5","Section 5","medium","Year 3 Question 112 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 112","Option B for Year 3 Question 112","Option C for Year 3 Question 112","Option D for Year 3 Question 112","D","Explanation for Year 3 Question 112 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_113","3","5","Section 5","medium","Year 3 Question 113 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 113","Option B for Year 3 Question 113","Option C for Year 3 Question 113","Option D for Year 3 Question 113","A","Explanation for Year 3 Question 113 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_114","3","5","Section 5","medium","Year 3 Question 114 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 114","Option B for Year 3 Question 114","Option C for Year 3 Question 114","Option D for Year 3 Question 114","B","Explanation for Year 3 Question 114 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_115","3","5","Section 5","medium","Year 3 Question 115 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 115","Option B for Year 3 Question 115","Option C for Year 3 Question 115","Option D for Year 3 Question 115","C","Explanation for Year 3 Question 115 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_116","3","5","Section 5","medium","Year 3 Question 116 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 116","Option B for Year 3 Question 116","Option C for Year 3 Question 116","Option D for Year 3 Question 116","D","Explanation for Year 3 Question 116 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_117","3","5","Section 5","medium","Year 3 Question 117 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 117","Option B for Year 3 Question 117","Option C for Year 3 Question 117","Option D for Year 3 Question 117","A","Explanation for Year 3 Question 117 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_118","3","5","Section 5","medium","Year 3 Question 118 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 118","Option B for Year 3 Question 118","Option C for Year 3 Question 118","Option D for Year 3 Question 118","B","Explanation for Year 3 Question 118 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_119","3","5","Section 5","medium","Year 3 Question 119 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 119","Option B for Year 3 Question 119","Option C for Year 3 Question 119","Option D for Year 3 Question 119","C","Explanation for Year 3 Question 119 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_120","3","5","Section 5","medium","Year 3 Question 120 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 120","Option B for Year 3 Question 120","Option C for Year 3 Question 120","Option D for Year 3 Question 120","D","Explanation for Year 3 Question 120 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_121","3","5","Section 5","medium","Year 3 Question 121 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 121","Option B for Year 3 Question 121","Option C for Year 3 Question 121","Option D for Year 3 Question 121","A","Explanation for Year 3 Question 121 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_122","3","5","Section 5","medium","Year 3 Question 122 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 122","Option B for Year 3 Question 122","Option C for Year 3 Question 122","Option D for Year 3 Question 122","B","Explanation for Year 3 Question 122 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_123","3","5","Section 5","medium","Year 3 Question 123 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 123","Option B for Year 3 Question 123","Option C for Year 3 Question 123","Option D for Year 3 Question 123","C","Explanation for Year 3 Question 123 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_124","3","5","Section 5","medium","Year 3 Question 124 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 124","Option B for Year 3 Question 124","Option C for Year 3 Question 124","Option D for Year 3 Question 124","D","Explanation for Year 3 Question 124 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_125","3","5","Section 5","medium","Year 3 Question 125 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 125","Option B for Year 3 Question 125","Option C for Year 3 Question 125","Option D for Year 3 Question 125","A","Explanation for Year 3 Question 125 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_126","3","6","Section 6","medium","Year 3 Question 126 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 126","Option B for Year 3 Question 126","Option C for Year 3 Question 126","Option D for Year 3 Question 126","B","Explanation for Year 3 Question 126 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y4_new_1770921611900_1","4","1","Section 1","hard","Advanced 4th year question about Critical Lift Planning for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Critical Lift Planning calculations and ASME code references","Option B focusing on practical Critical Lift Planning applications and field procedures","Option C with theoretical Critical Lift Planning analysis and engineering principles","Option D emphasizing Critical Lift Planning safety considerations and regulatory compliance","A","Comprehensive explanation for Critical Lift Planning covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_2","4","1","Section 1","medium","Advanced 4th year question about Multi-Crane Operations for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Multi-Crane Operations calculations and ASME code references","Option B focusing on practical Multi-Crane Operations applications and field procedures","Option C with theoretical Multi-Crane Operations analysis and engineering principles","Option D emphasizing Multi-Crane Operations safety considerations and regulatory compliance","B","Comprehensive explanation for Multi-Crane Operations covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_3","4","1","Section 1","easy","Advanced 4th year question about Advanced Rigging Calculations for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Advanced Rigging Calculations calculations and ASME code references","Option B focusing on practical Advanced Rigging Calculations applications and field procedures","Option C with theoretical Advanced Rigging Calculations analysis and engineering principles","Option D emphasizing Advanced Rigging Calculations safety considerations and regulatory compliance","C","Comprehensive explanation for Advanced Rigging Calculations covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_4","4","1","Section 1","hard","Advanced 4th year question about Crane Load Charts for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Crane Load Charts calculations and ASME code references","Option B focusing on practical Crane Load Charts applications and field procedures","Option C with theoretical Crane Load Charts analysis and engineering principles","Option D emphasizing Crane Load Charts safety considerations and regulatory compliance","D","Comprehensive explanation for Crane Load Charts covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_5","4","1","Section 1","medium","Advanced 4th year question about Rigging Hardware Selection for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Rigging Hardware Selection calculations and ASME code references","Option B focusing on practical Rigging Hardware Selection applications and field procedures","Option C with theoretical Rigging Hardware Selection analysis and engineering principles","Option D emphasizing Rigging Hardware Selection safety considerations and regulatory compliance","A","Comprehensive explanation for Rigging Hardware Selection covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_6","4","1","Section 1","easy","Advanced 4th year question about Lift Director Responsibilities for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Lift Director Responsibilities calculations and ASME code references","Option B focusing on practical Lift Director Responsibilities applications and field procedures","Option C with theoretical Lift Director Responsibilities analysis and engineering principles","Option D emphasizing Lift Director Responsibilities safety considerations and regulatory compliance","B","Comprehensive explanation for Lift Director Responsibilities covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_7","4","1","Section 1","hard","Advanced 4th year question about Dynamic Load Factors for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Dynamic Load Factors calculations and ASME code references","Option B focusing on practical Dynamic Load Factors applications and field procedures","Option C with theoretical Dynamic Load Factors analysis and engineering principles","Option D emphasizing Dynamic Load Factors safety considerations and regulatory compliance","C","Comprehensive explanation for Dynamic Load Factors covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_8","4","1","Section 1","medium","Advanced 4th year question about Wind Load Calculations for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Wind Load Calculations calculations and ASME code references","Option B focusing on practical Wind Load Calculations applications and field procedures","Option C with theoretical Wind Load Calculations analysis and engineering principles","Option D emphasizing Wind Load Calculations safety considerations and regulatory compliance","D","Comprehensive explanation for Wind Load Calculations covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_9","4","1","Section 1","easy","Advanced 4th year question about Personnel Lifting for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Personnel Lifting calculations and ASME code references","Option B focusing on practical Personnel Lifting applications and field procedures","Option C with theoretical Personnel Lifting analysis and engineering principles","Option D emphasizing Personnel Lifting safety considerations and regulatory compliance","A","Comprehensive explanation for Personnel Lifting covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_10","4","1","Section 1","hard","Advanced 4th year question about Crane Inspection for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Crane Inspection calculations and ASME code references","Option B focusing on practical Crane Inspection applications and field procedures","Option C with theoretical Crane Inspection analysis and engineering principles","Option D emphasizing Crane Inspection safety considerations and regulatory compliance","B","Comprehensive explanation for Crane Inspection covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_11","4","1","Section 1","medium","Advanced 4th year question about Rigging Failure Analysis for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Rigging Failure Analysis calculations and ASME code references","Option B focusing on practical Rigging Failure Analysis applications and field procedures","Option C with theoretical Rigging Failure Analysis analysis and engineering principles","Option D emphasizing Rigging Failure Analysis safety considerations and regulatory compliance","C","Comprehensive explanation for Rigging Failure Analysis covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_12","4","1","Section 1","easy","Advanced 4th year question about Load Stability for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Load Stability calculations and ASME code references","Option B focusing on practical Load Stability applications and field procedures","Option C with theoretical Load Stability analysis and engineering principles","Option D emphasizing Load Stability safety considerations and regulatory compliance","D","Comprehensive explanation for Load Stability covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_13","4","1","Section 1","hard","Advanced 4th year question about Sling Angles and Tension for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Sling Angles and Tension calculations and ASME code references","Option B focusing on practical Sling Angles and Tension applications and field procedures","Option C with theoretical Sling Angles and Tension analysis and engineering principles","Option D emphasizing Sling Angles and Tension safety considerations and regulatory compliance","A","Comprehensive explanation for Sling Angles and Tension covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_14","4","1","Section 1","medium","Advanced 4th year question about Center of Gravity Calculations for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Center of Gravity Calculations calculations and ASME code references","Option B focusing on practical Center of Gravity Calculations applications and field procedures","Option C with theoretical Center of Gravity Calculations analysis and engineering principles","Option D emphasizing Center of Gravity Calculations safety considerations and regulatory compliance","B","Comprehensive explanation for Center of Gravity Calculations covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_15","4","1","Section 1","easy","Advanced 4th year question about Shock Loading for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Shock Loading calculations and ASME code references","Option B focusing on practical Shock Loading applications and field procedures","Option C with theoretical Shock Loading analysis and engineering principles","Option D emphasizing Shock Loading safety considerations and regulatory compliance","C","Comprehensive explanation for Shock Loading covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_16","4","1","Section 1","hard","Advanced 4th year question about Crane Setup for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Crane Setup calculations and ASME code references","Option B focusing on practical Crane Setup applications and field procedures","Option C with theoretical Crane Setup analysis and engineering principles","Option D emphasizing Crane Setup safety considerations and regulatory compliance","D","Comprehensive explanation for Crane Setup covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_17","4","1","Section 1","medium","Advanced 4th year question about Lift Plan Requirements for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Lift Plan Requirements calculations and ASME code references","Option B focusing on practical Lift Plan Requirements applications and field procedures","Option C with theoretical Lift Plan Requirements analysis and engineering principles","Option D emphasizing Lift Plan Requirements safety considerations and regulatory compliance","A","Comprehensive explanation for Lift Plan Requirements covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_18","4","1","Section 1","easy","Advanced 4th year question about Communication Procedures for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Communication Procedures calculations and ASME code references","Option B focusing on practical Communication Procedures applications and field procedures","Option C with theoretical Communication Procedures analysis and engineering principles","Option D emphasizing Communication Procedures safety considerations and regulatory compliance","B","Comprehensive explanation for Communication Procedures covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_19","4","1","Section 1","hard","Advanced 4th year question about Emergency Procedures for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Emergency Procedures calculations and ASME code references","Option B focusing on practical Emergency Procedures applications and field procedures","Option C with theoretical Emergency Procedures analysis and engineering principles","Option D emphasizing Emergency Procedures safety considerations and regulatory compliance","C","Comprehensive explanation for Emergency Procedures covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_20","4","1","Section 1","medium","Advanced 4th year question about Load Control Methods for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Load Control Methods calculations and ASME code references","Option B focusing on practical Load Control Methods applications and field procedures","Option C with theoretical Load Control Methods analysis and engineering principles","Option D emphasizing Load Control Methods safety considerations and regulatory compliance","D","Comprehensive explanation for Load Control Methods covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_21","4","1","Section 1","easy","Advanced 4th year question about Rigging Configuration for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Rigging Configuration calculations and ASME code references","Option B focusing on practical Rigging Configuration applications and field procedures","Option C with theoretical Rigging Configuration analysis and engineering principles","Option D emphasizing Rigging Configuration safety considerations and regulatory compliance","A","Comprehensive explanation for Rigging Configuration covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_22","4","1","Section 1","hard","Advanced 4th year question about Ground Conditions for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Ground Conditions calculations and ASME code references","Option B focusing on practical Ground Conditions applications and field procedures","Option C with theoretical Ground Conditions analysis and engineering principles","Option D emphasizing Ground Conditions safety considerations and regulatory compliance","B","Comprehensive explanation for Ground Conditions covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_23","4","1","Section 1","medium","Advanced 4th year question about Overhead Obstructions for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Overhead Obstructions calculations and ASME code references","Option B focusing on practical Overhead Obstructions applications and field procedures","Option C with theoretical Overhead Obstructions analysis and engineering principles","Option D emphasizing Overhead Obstructions safety considerations and regulatory compliance","C","Comprehensive explanation for Overhead Obstructions covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_24","4","1","Section 1","easy","Advanced 4th year question about Load Path Planning for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Load Path Planning calculations and ASME code references","Option B focusing on practical Load Path Planning applications and field procedures","Option C with theoretical Load Path Planning analysis and engineering principles","Option D emphasizing Load Path Planning safety considerations and regulatory compliance","D","Comprehensive explanation for Load Path Planning covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_25","4","1","Section 1","hard","Advanced 4th year question about Safety Factor Applications for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Safety Factor Applications calculations and ASME code references","Option B focusing on practical Safety Factor Applications applications and field procedures","Option C with theoretical Safety Factor Applications analysis and engineering principles","Option D emphasizing Safety Factor Applications safety considerations and regulatory compliance","A","Comprehensive explanation for Safety Factor Applications covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
"y4_new_1770921611900_26","4","1","Section 1","medium","Advanced 4th year question about Crane Capacity Limits for steamfitters. This requires complex calculations, understanding of ASME standards, and practical field experience with heavy equipment.","Option A involving detailed Crane Capacity Limits calculations and ASME code references","Option B focusing on practical Crane Capacity Limits applications and field procedures","Option C with theoretical Crane Capacity Limits analysis and engineering principles","Option D emphasizing Crane Capacity Limits safety considerations and regulatory compliance","B","Comprehensive explanation for Crane Capacity Limits covering correct answer according to ASME, OSHA, and industry best practices. Includes detailed calculations, code references, and practical field applications.","AIT Period 4 Curriculum"
